year,period,rank,company,value_musd,ref_url,table_note,wiki_revision
2019,Q4,8,Tencent,461370.0,,"This Financial Times –based list is up to date as of December 31, 2019 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2019,Q1,9,Johnson & Johnson,372230.0,,"This Financial Times –based list is up to date as of December 31, 2019 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2019,Q2,9,Visa,379271.0,,"This Financial Times –based list is up to date as of December 31, 2019 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2019,Q3,9,Visa,385370.0,,"This Financial Times –based list is up to date as of December 31, 2019 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2019,Q4,9,JPMorgan Chase,437230.0,,"This Financial Times –based list is up to date as of December 31, 2019 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2019,Q1,10,Visa,353710.0,,"This Financial Times –based list is up to date as of December 31, 2019 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2019,Q2,10,Johnson & Johnson,370300.0,,"This Financial Times –based list is up to date as of December 31, 2019 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2019,Q3,10,JPMorgan Chase,376310.0,,"This Financial Times –based list is up to date as of December 31, 2019 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2019,Q4,10,Visa,416790.0,,"This Financial Times –based list is up to date as of December 31, 2019 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q1,1,Apple,851317.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q2,1,Apple,909840.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q3,1,Apple,1091000.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q4,1,Microsoft,780520.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q1,2,Alphabet,715404.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q2,2,Amazon,824790.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q3,2,Amazon,976650.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q4,2,Apple,748680.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q1,3,Microsoft,702760.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q2,3,Alphabet,774840.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q3,3,Microsoft,877400.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q4,3,Amazon,735900.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q1,4,Amazon,700672.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q2,4,Microsoft,757640.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q3,4,Alphabet,839740.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q4,4,Alphabet,728360.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q1,5,Tencent,507990.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q2,5,Facebook,562480.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q3,5,Berkshire Hathaway,523520.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q4,5,Berkshire Hathaway,499590.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q1,6,Berkshire Hathaway,492019.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q2,6,Tencent,478580.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q3,6,Facebook,473850.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q4,6,Facebook,375890.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q1,7,Alibaba Group,470930.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q2,7,Alibaba Group,476040.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q3,7,Alibaba Group,423600.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q4,7,Tencent,375110.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q1,8,Facebook,464189.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q2,8,Berkshire Hathaway,463980.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q3,8,Tencent,388080.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q4,8,Alibaba Group,355130.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q1,9,JPMorgan Chase,377410.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q2,9,JPMorgan Chase,354780.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q3,9,JPMorgan Chase,379440.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q4,9,Johnson & Johnson,346110.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q1,10,Johnson & Johnson,343780.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q2,10,ExxonMobil,350270.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q3,10,Johnson & Johnson,370650.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2018,Q4,10,JPMorgan Chase,324660.0,,"This Financial Times –based list is up to date  as of December 31, 2018 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q1,1,Apple,753718.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170401,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q2,1,Apple,749124.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170630,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q3,1,Apple,791726.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170929,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q4,1,Apple,868880.0,,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q1,2,Alphabet,573570.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170401,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q2,2,Alphabet,628610.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170630,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q3,2,Alphabet,664550.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170929,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q4,2,Alphabet,727040.0,,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q1,3,Microsoft,508935.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170401,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q2,3,Microsoft,528778.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170630,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q3,3,Microsoft,568965.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170929,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q4,3,Microsoft,659910.0,,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q1,4,Amazon,423031.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170401,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q2,4,Amazon,466471.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170630,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q3,4,Amazon,459435.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170929,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q4,4,Amazon,563540.0,,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q1,5,Berkshire Hathaway,410880.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170401,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q2,5,Berkshire Hathaway,418880.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170630,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q3,5,Berkshire Hathaway,451840.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170929,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q4,5,Facebook,512760.0,,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q1,6,ExxonMobil,339897.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170401,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q2,6,Johnson & Johnson,357310.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170630,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q3,6,Alibaba Group,436850.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170929,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q4,6,Tencent,493340.0,,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q1,7,Johnson & Johnson,337947.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170401,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q2,7,Facebook,357176.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170630,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q3,7,Tencent,405007.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170929,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q4,7,Berkshire Hathaway,489490.0,,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q1,8,Facebook,334552.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170401,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q2,8,Alibaba Group,356390.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170630,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q3,8,Facebook,399946.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170929,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q4,8,Alibaba Group,440712.0,,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q1,9,JPMorgan Chase,313761.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170401,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q2,9,Tencent,344879.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170630,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q3,9,ExxonMobil,348248.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170929,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q4,9,Johnson & Johnson,375360.0,,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q1,10,Wells Fargo,278516.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170401,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q2,10,ExxonMobil,341947.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170630,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q3,10,Johnson & Johnson,347497.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_170929,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2017,Q4,10,JPMorgan Chase,371050.0,,"This Financial Times –based list is up to date  as of December 31, 2017 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q1,1,Apple,607465.0,http://markets.ft.com/Research/Markets/DataArchiveFetchReport?Category=&Type=GMKT&Date=03/31/2016,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q2,1,Apple,517069.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_300616,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q3,1,Apple,604475.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_160930,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q4,1,Apple,617588.49,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_161231,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q1,2,Alphabet,535660.0,http://markets.ft.com/Research/Markets/DataArchiveFetchReport?Category=&Type=GMKT&Date=03/31/2016,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q2,2,Alphabet,475320.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_300616,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q3,2,Alphabet,535660.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_160930,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q4,2,Alphabet,531970.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_161231,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q1,3,Microsoft,439734.0,http://markets.ft.com/Research/Markets/DataArchiveFetchReport?Category=&Type=GMKT&Date=03/31/2016,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q2,3,Microsoft,397268.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_300616,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q3,3,Microsoft,447290.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_160930,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q4,3,Microsoft,483160.28,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_161231,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q1,4,ExxonMobil,350991.0,http://markets.ft.com/Research/Markets/DataArchiveFetchReport?Category=&Type=GMKT&Date=03/31/2016,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q2,4,ExxonMobil,383396.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_300616,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q3,4,Amazon,393030.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_160930,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q4,4,Berkshire Hathaway,404390.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_161231,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q1,5,Berkshire Hathaway,349740.0,http://markets.ft.com/Research/Markets/DataArchiveFetchReport?Category=&Type=GMKT&Date=03/31/2016,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q2,5,Berkshire Hathaway,345860.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_300616,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q3,5,ExxonMobil,358519.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_160930,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q4,5,ExxonMobil,374280.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_161231,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q1,6,Johnson & Johnson,300604.0,http://markets.ft.com/Research/Markets/DataArchiveFetchReport?Category=&Type=GMKT&Date=03/31/2016,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q2,6,Amazon,337641.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_300616,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q3,6,Berkshire Hathaway,358300.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_160930,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q4,6,Amazon,356313.12,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_161231,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q1,7,General Electric,295546.0,http://markets.ft.com/Research/Markets/DataArchiveFetchReport?Category=&Type=GMKT&Date=03/31/2016,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q2,7,Johnson & Johnson,328234.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_300616,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q3,7,Johnson & Johnson,320836.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_160930,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q4,7,Johnson & Johnson,313432.46,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_161231,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q1,8,Amazon,281888.0,http://markets.ft.com/Research/Markets/DataArchiveFetchReport?Category=&Type=GMKT&Date=03/31/2016,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q2,8,General Electric,280927.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_300616,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q3,8,Facebook,297548.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_160930,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q4,8,JPMorgan Chase,308768.42,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_161231,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q1,9,Facebook,259192.0,http://markets.ft.com/Research/Markets/DataArchiveFetchReport?Category=&Type=GMKT&Date=03/31/2016,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q2,9,Facebook,263930.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_300616,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q3,9,Tencent,265603.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_160930,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q4,9,General Electric,279545.92,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_161231,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q1,10,Wells Fargo,246035.0,http://markets.ft.com/Research/Markets/DataArchiveFetchReport?Category=&Type=GMKT&Date=03/31/2016,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q2,10,AT&T,261035.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_300616,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q3,10,General Electric,261876.0,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_160930,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2016,Q4,10,Wells Fargo,276779.12,https://markets.ft.com/data/dataarchive/ajax/fetchreport?reportCode=GMKT&documentKey=688_GMKT_161231,"This Financial Times –based list is up to date  as of December 31, 2016 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2015,Q1,1,Apple,724773.1,http://im.ft-static.com/content/images/b38c350e-169d-11e5-b07f-00144feabdc0.xls,"This Financial Times –based list is up to date  as of December 31, 2015 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2015,Q2,1,Apple,722576.9,http://im.ft-static.com/content/images/3738dd34-35da-11e5-b05b-b01debd57852.xls,"This Financial Times –based list is up to date  as of December 31, 2015 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2015,Q3,1,Apple,621939.0,http://markets.ft.com/Research/Markets/DataArchiveFetchReport?Category=&Type=GMKT&Date=09/30/2015,"This Financial Times –based list is up to date  as of December 31, 2015 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
